controller,scenario,seed,success,collision,steps,path_length,min_clearance,near_misses,overrides,adaptation_lag,mean_progress,action_disagreements,beneficial_disagreements,cell,stage,variant,scenario_group,seed_idx
ltc_rl_finetune_pure,zigzag_corridor,2026741300343,0,1,10,3.2000000000000015,-0.11521551356083393,3,0,120,0.2981760055909165,9,9,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,zigzag_corridor,2026741300343,0,1,26,8.320000000000006,-0.01800470396574394,4,0,120,0.1735252795297627,5,5,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,zigzag_corridor,2026741300343,0,1,12,3.839999999999999,-0.28117174711927834,4,0,120,0.32000000000000006,12,12,mlp,imitation,pure,hard,7
mlp_imitation_residual,zigzag_corridor,2026741300343,0,1,21,6.720000000000002,-0.009630802646340642,2,0,120,0.2060033777235487,4,4,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,zigzag_corridor,2026741300343,0,1,9,2.880000000000001,-0.045919774739377694,2,0,120,0.3018441533402236,9,9,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,zigzag_corridor,2026741300343,0,1,26,8.320000000000004,-0.27047181887748106,7,0,120,0.18469423379784608,5,4,mlp,rl_finetune,residual,hard,7
cfc_random_residual,zigzag_corridor,2026741300343,0,1,26,8.319999999999997,-0.22605438904096725,4,0,120,0.17985375206450097,4,4,cfc,random,residual,hard,7
ltc_random_residual,zigzag_corridor,2026741300343,0,1,73,23.36000000000001,-0.08442610549750723,11,0,120,0.05939751494108841,22,22,ltc,random,residual,hard,7
fixed_policy,zigzag_corridor,2026741300456,0,1,14,4.4799999999999995,-0.07171347950247503,3,0,120,0.23839459022759651,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,zigzag_corridor,2026741300456,0,1,9,2.880000000000001,-0.058885290300758675,2,0,120,0.3045714597305342,8,8,cfc,imitation,pure,hard,7
cfc_imitation_residual,zigzag_corridor,2026741300456,0,1,23,7.36,-0.22595682003922574,4,0,120,0.19492061811063432,4,4,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,zigzag_corridor,2026741300456,0,1,12,3.8399999999999985,-0.3056150653581755,4,0,120,0.31999999999999984,12,12,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,zigzag_corridor,2026741300456,0,1,23,7.36,-0.22595682003922574,4,0,120,0.19492061811063432,4,4,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,zigzag_corridor,2026741300456,0,1,9,2.8800000000000017,-0.02314798616553121,2,0,120,0.2989970582991642,7,7,ltc,imitation,pure,hard,7
ltc_imitation_residual,zigzag_corridor,2026741300456,0,1,52,16.640000000000008,-0.03849375410088579,13,0,120,0.08003767255119525,13,13,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,zigzag_corridor,2026741300456,0,1,9,2.8800000000000017,-0.02314798616553121,2,0,120,0.2989970582991642,7,7,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,zigzag_corridor,2026741300456,0,1,52,16.640000000000008,-0.03849375410088579,13,0,120,0.08003767255119525,13,13,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,zigzag_corridor,2026741300456,0,1,12,3.8399999999999985,-0.3056150653581755,4,0,120,0.31999999999999984,12,12,mlp,imitation,pure,hard,7
mlp_imitation_residual,zigzag_corridor,2026741300456,0,1,29,9.280000000000003,-0.09225834814574652,6,0,120,0.1604631356709637,10,10,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,zigzag_corridor,2026741300456,0,1,9,2.8800000000000017,-0.02314798616553121,2,0,120,0.2989970582991642,7,7,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,zigzag_corridor,2026741300456,0,1,29,9.280000000000003,-0.09225834814574652,6,0,120,0.1604631356709637,10,10,mlp,rl_finetune,residual,hard,7
cfc_random_residual,zigzag_corridor,2026741300456,0,1,60,19.200000000000014,-0.008771079683856042,15,0,120,0.07309954118644262,7,7,cfc,random,residual,hard,7
ltc_random_residual,zigzag_corridor,2026741300456,0,1,14,4.48,-0.07473121218104106,4,0,120,0.24555951141752116,6,6,ltc,random,residual,hard,7
fixed_policy,zigzag_corridor,2026741300569,0,1,20,6.400000000000002,-0.24747055182241562,5,0,120,0.2107646635429155,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,zigzag_corridor,2026741300569,0,1,22,7.040000000000004,-0.03277731984235033,8,0,120,0.20583692108818508,16,16,cfc,imitation,pure,hard,7
cfc_imitation_residual,zigzag_corridor,2026741300569,0,1,66,21.120000000000015,-0.060411573440809,18,0,120,0.06994143795088428,18,18,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,zigzag_corridor,2026741300569,0,1,10,3.199999999999999,-0.2009172723727904,3,0,120,0.30094307783346447,9,8,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,zigzag_corridor,2026741300569,0,1,49,15.68000000000001,-0.09397356793583966,11,0,120,0.07998886773292076,9,9,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,zigzag_corridor,2026741300569,0,1,10,3.1999999999999993,-0.1109465777218338,3,0,120,0.29822952382246515,9,8,ltc,imitation,pure,hard,7
ltc_imitation_residual,zigzag_corridor,2026741300569,0,1,99,31.680000000000025,-0.06394804139252219,16,0,120,0.04146834010495285,24,23,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,zigzag_corridor,2026741300569,0,1,10,3.1999999999999993,-0.1109465777218338,3,0,120,0.29822952382246515,9,8,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,zigzag_corridor,2026741300569,0,1,67,21.44000000000001,-0.07220166077577395,23,0,120,0.06870102497769076,13,13,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,zigzag_corridor,2026741300569,0,1,12,3.8399999999999985,-0.22655379408393056,4,0,120,0.3199999999999999,12,12,mlp,imitation,pure,hard,7
mlp_imitation_residual,zigzag_corridor,2026741300569,0,1,24,7.680000000000001,-0.018930437061245142,2,0,120,0.18688272659728633,8,8,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,zigzag_corridor,2026741300569,0,1,10,3.1999999999999993,-0.1109465777218338,3,0,120,0.29822952382246515,9,8,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,zigzag_corridor,2026741300569,0,1,24,7.680000000000001,-0.018930437061245142,2,0,120,0.18688272659728633,8,8,mlp,rl_finetune,residual,hard,7
cfc_random_residual,zigzag_corridor,2026741300569,0,1,29,9.28,-0.052998560486828494,4,0,120,0.15493806010059033,1,1,cfc,random,residual,hard,7
ltc_random_residual,zigzag_corridor,2026741300569,0,1,63,20.16000000000001,-0.027130565012410846,19,0,120,0.07243895606426985,22,20,ltc,random,residual,hard,7
fixed_policy,zigzag_corridor,2026741300682,0,1,26,8.320000000000006,-0.06376267564012839,5,0,120,0.14076432553063717,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,zigzag_corridor,2026741300682,0,1,21,6.720000000000004,-0.08938116398343698,8,0,120,0.2096635810593257,15,15,cfc,imitation,pure,hard,7
cfc_imitation_residual,zigzag_corridor,2026741300682,0,1,15,4.8000000000000025,-0.16623147025901913,2,0,120,0.24844180942591093,5,4,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,zigzag_corridor,2026741300682,0,1,11,3.519999999999999,-0.027608990323287508,4,0,120,0.3199999999999998,9,9,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,zigzag_corridor,2026741300682,0,1,15,4.8000000000000025,-0.16623147025901913,2,0,120,0.24844180942591093,5,4,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,zigzag_corridor,2026741300682,0,1,9,2.8800000000000012,-0.024557700490308254,2,0,120,0.298954141044974,6,6,ltc,imitation,pure,hard,7
ltc_imitation_residual,zigzag_corridor,2026741300682,0,1,15,4.8000000000000025,-0.16623147025901913,2,0,120,0.24844180942591093,5,4,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,zigzag_corridor,2026741300682,0,1,9,2.8800000000000012,-0.024557700490308254,2,0,120,0.298954141044974,6,6,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,zigzag_corridor,2026741300682,0,1,15,4.8000000000000025,-0.16623147025901913,2,0,120,0.24844180942591093,5,4,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,zigzag_corridor,2026741300682,0,1,11,3.519999999999999,-0.027608990323287508,4,0,120,0.3199999999999998,9,9,mlp,imitation,pure,hard,7
mlp_imitation_residual,zigzag_corridor,2026741300682,0,1,25,8.0,-0.09642108661716692,8,0,120,0.1827998891522671,6,5,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,zigzag_corridor,2026741300682,0,1,9,2.8800000000000012,-0.024557700490308254,2,0,120,0.298954141044974,6,6,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,zigzag_corridor,2026741300682,0,1,25,8.0,-0.09642108661716692,8,0,120,0.1827998891522671,6,5,mlp,rl_finetune,residual,hard,7
cfc_random_residual,zigzag_corridor,2026741300682,0,1,28,8.959999999999999,-0.15817743979125537,6,0,120,0.16352813919056755,7,6,cfc,random,residual,hard,7
ltc_random_residual,zigzag_corridor,2026741300682,0,1,34,10.880000000000004,-0.017469161182296744,10,0,120,0.13029663977716788,9,8,ltc,random,residual,hard,7
fixed_policy,zigzag_corridor,2026741300795,0,1,22,7.040000000000002,-0.05775977425863782,7,0,120,0.1927685233322529,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,zigzag_corridor,2026741300795,0,1,21,6.720000000000001,-0.03239827150042296,8,0,120,0.21025266551227034,14,14,cfc,imitation,pure,hard,7
cfc_imitation_residual,zigzag_corridor,2026741300795,0,1,12,3.84,-0.013242974105225402,2,0,120,0.257878387529852,2,2,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,zigzag_corridor,2026741300795,0,1,12,3.8400000000000025,-0.271050566061753,4,0,120,0.32000000000000006,10,10,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,zigzag_corridor,2026741300795,0,1,12,3.84,-0.013242974105225402,2,0,120,0.257878387529852,2,2,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,zigzag_corridor,2026741300795,0,1,10,3.1999999999999997,-0.11243387703339408,3,0,120,0.29818522579944373,7,7,ltc,imitation,pure,hard,7
ltc_imitation_residual,zigzag_corridor,2026741300795,0,1,25,7.999999999999998,-0.060771037375452364,9,0,120,0.17778009281115878,3,3,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,zigzag_corridor,2026741300795,0,1,10,3.1999999999999997,-0.11243387703339408,3,0,120,0.29818522579944373,7,7,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,zigzag_corridor,2026741300795,0,1,25,8.0,-0.031558694897827644,7,0,120,0.17272229595857855,4,4,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,zigzag_corridor,2026741300795,0,1,12,3.8400000000000025,-0.271050566061753,4,0,120,0.32000000000000006,10,10,mlp,imitation,pure,hard,7
mlp_imitation_residual,zigzag_corridor,2026741300795,0,1,26,8.319999999999997,-0.06741257506688059,13,0,120,0.17641502279444127,6,6,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,zigzag_corridor,2026741300795,0,1,10,3.1999999999999997,-0.11243387703339408,3,0,120,0.29818522579944373,7,7,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,zigzag_corridor,2026741300795,0,1,25,7.999999999999997,-0.11637036517727944,9,0,120,0.18099211005060004,7,7,mlp,rl_finetune,residual,hard,7
cfc_random_residual,zigzag_corridor,2026741300795,0,1,24,7.680000000000001,-0.04595477935665404,7,0,120,0.18238670683187594,3,3,cfc,random,residual,hard,7
ltc_random_residual,zigzag_corridor,2026741300795,0,1,12,3.8400000000000007,-0.018868188534254593,2,0,120,0.2528733703406821,3,3,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300005,0,1,25,8.000000000000002,-0.28412991122749287,3,0,120,0.18904111660544123,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300005,0,1,5,1.6,-0.21399864438155003,2,0,120,0.2755991746143671,5,4,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300005,0,1,25,7.999999999999999,-0.07509996660657636,3,0,120,0.18060019004094274,3,3,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300005,0,1,5,1.6,-0.21399864438155003,2,0,120,0.2755991746143671,5,4,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300005,0,1,25,7.999999999999999,-0.07509996660657636,3,0,120,0.18060019004094274,3,3,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300005,0,1,5,1.5999999999999999,-0.09009209233601206,2,0,120,0.30174720455983317,5,5,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300005,0,1,24,7.680000000000002,-0.06737348765674056,3,0,120,0.18775197265737564,1,1,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,dense_maze,2026741300005,0,1,5,1.6,-0.2578637435945612,2,0,120,0.26624084998144076,5,5,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,dense_maze,2026741300005,0,1,24,7.6800000000000015,-0.07900814684540758,3,0,120,0.19094703483910383,5,5,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,dense_maze,2026741300005,0,1,6,1.9200000000000004,-0.07402919362175336,3,0,120,0.32,6,6,mlp,imitation,pure,hard,7
mlp_imitation_residual,dense_maze,2026741300005,0,1,25,8.0,-0.08608371683171123,6,0,120,0.18495187961519277,5,5,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,dense_maze,2026741300005,0,1,6,1.9200000000000004,-0.07402919362175336,3,0,120,0.32,6,6,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,dense_maze,2026741300005,0,1,25,8.0,-0.08608371683171123,6,0,120,0.18495187961519277,5,5,mlp,rl_finetune,residual,hard,7
cfc_random_residual,dense_maze,2026741300005,0,1,27,8.64,-0.1520890104920909,4,0,120,0.17198955212369,3,3,cfc,random,residual,hard,7
ltc_random_residual,dense_maze,2026741300005,0,1,42,13.440000000000005,-0.033066302479735576,10,0,120,0.1785660571343759,13,12,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300118,1,0,62,19.84000000000001,0.06950334407393444,6,0,62,0.1731387703429119,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300118,0,1,5,1.6,-0.06506546171084443,2,0,120,0.24528990084350183,5,3,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300118,0,1,23,7.359999999999998,-0.01737143970258287,2,0,120,0.201494079646892,4,4,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300118,0,1,6,1.9200000000000002,-0.2715702367200271,3,0,120,0.30474206783405605,6,6,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300118,0,1,24,7.679999999999997,-0.18903806499143722,3,0,120,0.20226814680616537,7,6,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300118,0,1,6,1.9200000000000004,-0.20641330336942737,3,0,120,0.2925886194338938,6,6,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300118,0,1,23,7.359999999999998,-0.01737143970258287,2,0,120,0.201494079646892,4,4,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,dense_maze,2026741300118,0,1,5,1.6000000000000003,-0.05721145337701655,2,0,120,0.2916996820407718,5,5,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,dense_maze,2026741300118,0,1,23,7.359999999999998,-0.01737143970258287,2,0,120,0.201494079646892,4,4,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,dense_maze,2026741300118,0,1,7,2.24,-0.2198128922747175,3,0,120,0.32,7,7,mlp,imitation,pure,hard,7
mlp_imitation_residual,dense_maze,2026741300118,1,0,96,30.72000000000002,0.01944480947993421,13,0,96,0.11368095671450618,30,23,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,dense_maze,2026741300118,0,1,7,2.24,-0.2198128922747175,3,0,120,0.32,7,7,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,dense_maze,2026741300118,0,1,23,7.360000000000001,-0.11161439866612965,2,0,120,0.206201281012345,7,5,mlp,rl_finetune,residual,hard,7
cfc_random_residual,dense_maze,2026741300118,0,1,44,14.080000000000007,-0.23760678176830008,10,0,120,0.20089241222168772,6,5,cfc,random,residual,hard,7
ltc_random_residual,dense_maze,2026741300118,1,0,48,15.360000000000003,0.18093740240057732,6,0,48,0.22209180715076574,15,14,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300231,0,1,44,14.080000000000009,-0.0476863118715275,6,0,120,0.2038742519403545,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300231,0,1,5,1.6,-0.1314752861711611,2,0,120,0.2756266658092684,5,2,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300231,1,0,50,16.000000000000004,0.15952340430287215,10,0,50,0.21169752123416624,6,4,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300231,0,1,6,1.9200000000000004,-0.2733303203242914,3,0,120,0.30813461209361687,6,6,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300231,1,0,93,29.760000000000016,0.15952340430287215,10,0,93,0.11652080948266093,25,15,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300231,0,1,5,1.6,-0.023575470662535514,2,0,120,0.30176290262617267,5,5,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300231,0,1,41,13.120000000000005,-0.13822085066979728,8,0,120,0.21568508178319845,7,7,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,dense_maze,2026741300231,0,1,5,1.6,-0.08652504148090429,2,0,120,0.29167733288733577,5,5,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,dense_maze,2026741300231,1,0,64,20.480000000000008,0.08440829138519368,9,0,64,0.1656700038890809,15,13,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,dense_maze,2026741300231,0,1,6,1.92,-0.0010238937093362543,2,0,120,0.32,6,6,mlp,imitation,pure,hard,7
mlp_imitation_residual,dense_maze,2026741300231,0,1,35,11.200000000000003,-0.04836040865098307,7,0,120,0.20339200684862654,10,9,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,dense_maze,2026741300231,0,1,6,1.92,-0.0010238937093362543,2,0,120,0.32,6,6,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,dense_maze,2026741300231,0,1,35,11.200000000000003,-0.04836040865098307,7,0,120,0.20339200684862654,10,9,mlp,rl_finetune,residual,hard,7
cfc_random_residual,dense_maze,2026741300231,0,1,51,16.320000000000007,-0.07050940883942886,8,0,120,0.17469062754478082,8,8,cfc,random,residual,hard,7
ltc_random_residual,dense_maze,2026741300231,0,1,44,14.080000000000007,-0.021667227178771842,8,0,120,0.2113336866236564,7,5,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300344,0,1,32,10.240000000000004,-0.09687056850246256,6,0,120,0.15147889006171003,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300344,0,1,5,1.6,-0.20244350546373813,2,0,120,0.27562291021953345,5,3,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300344,1,0,48,15.360000000000007,0.1196724034546327,11,0,48,0.2206211952428383,7,7,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300344,0,1,5,1.6,-0.20244350546373813,2,0,120,0.27562291021953345,5,3,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300344,1,0,48,15.360000000000005,0.1196724034546327,12,0,48,0.21996437020056595,9,7,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300344,0,1,5,1.6,-0.0829723990561726,2,0,120,0.3017607582620382,5,5,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300344,1,0,50,16.000000000000007,0.09336605442512508,12,0,50,0.21611001333171997,5,3,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,dense_maze,2026741300344,0,1,5,1.5999999999999996,-0.231083218342706,2,0,120,0.2662704155601855,5,4,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,dense_maze,2026741300344,1,0,50,16.000000000000007,0.09336605442512508,12,0,50,0.21509417941913245,5,2,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,dense_maze,2026741300344,0,1,6,1.9200000000000002,-0.02965166354004245,2,0,120,0.32,6,6,mlp,imitation,pure,hard,7
mlp_imitation_residual,dense_maze,2026741300344,0,1,42,13.440000000000005,-0.12709035749304937,12,0,120,0.2101413686627644,10,9,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,dense_maze,2026741300344,0,1,6,1.9200000000000002,-0.02965166354004245,2,0,120,0.32,6,6,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,dense_maze,2026741300344,1,0,49,15.680000000000007,0.07994045940106209,9,0,49,0.21898624736228528,11,10,mlp,rl_finetune,residual,hard,7
cfc_random_residual,dense_maze,2026741300344,1,0,48,15.360000000000005,0.18959099734864238,7,0,48,0.22158964003344828,8,8,cfc,random,residual,hard,7
ltc_random_residual,dense_maze,2026741300344,0,1,37,11.840000000000003,-0.009642625773305824,9,0,120,0.1459014583785308,12,12,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300457,0,1,43,13.760000000000005,-0.195204408775647,5,0,120,0.20351530052567052,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300457,0,1,4,1.28,-0.09911246527531714,2,0,120,0.22668419660506745,4,1,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300457,1,0,50,16.000000000000007,0.20969210357808166,6,0,50,0.20802701911069996,6,6,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300457,0,1,4,1.2799999999999998,-0.07790010558929744,2,0,120,0.28261842316684493,4,2,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300457,1,0,49,15.680000000000007,0.09566318255347256,13,0,49,0.21328351412746321,9,9,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300457,0,1,4,1.28,-0.047185379122098636,2,0,120,0.3023054888698713,4,4,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300457,1,0,95,30.40000000000002,0.06679202831316616,7,0,95,0.1123684763690537,14,12,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,dense_maze,2026741300457,0,1,4,1.28,-0.047185379122098636,2,0,120,0.3023054888698713,4,4,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,dense_maze,2026741300457,1,0,65,20.80000000000001,0.06679202831316616,7,0,65,0.15987925553105972,9,7,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,dense_maze,2026741300457,0,1,5,1.5999999999999999,-0.033543581347257045,2,0,120,0.31999999999999995,5,5,mlp,imitation,pure,hard,7
mlp_imitation_residual,dense_maze,2026741300457,0,1,43,13.760000000000003,-0.09552706810865447,3,0,120,0.198996762866241,11,10,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,dense_maze,2026741300457,0,1,5,1.5999999999999999,-0.033543581347257045,2,0,120,0.31999999999999995,5,5,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,dense_maze,2026741300457,1,0,54,17.28000000000001,0.20085088420655317,8,0,54,0.19330712035103395,17,13,mlp,rl_finetune,residual,hard,7
cfc_random_residual,dense_maze,2026741300457,0,1,26,8.319999999999999,-0.07315122985694394,2,0,120,0.17016169695159172,2,2,cfc,random,residual,hard,7
ltc_random_residual,dense_maze,2026741300457,0,1,42,13.440000000000007,-0.10299527611546622,6,0,120,0.2047892964252457,10,8,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300570,1,0,52,16.64000000000001,0.07223584219064161,14,0,52,0.2030294570141977,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300570,0,1,5,1.6,-0.27337778552113456,2,0,120,0.2755995634700799,5,2,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300570,1,0,55,17.600000000000012,0.04948293821601624,17,0,55,0.19516287545849684,6,5,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300570,0,1,5,1.6,-0.10480675632311454,2,0,120,0.3058092803961145,5,5,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300570,0,1,41,13.120000000000008,-0.16009362227970897,11,0,120,0.2136626450909146,4,4,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300570,0,1,5,1.5999999999999999,-0.13446302166102203,3,0,120,0.3017474266236221,5,4,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300570,1,0,68,21.760000000000012,0.0732833787062479,13,0,68,0.15468098090309437,15,13,ltc,imitation,residual,hard,7
ltc_rl_finetune_pure,dense_maze,2026741300570,0,1,5,1.6,-0.22192187784288125,3,0,120,0.29165599102756695,5,4,ltc,rl_finetune,pure,hard,7
ltc_rl_finetune_residual,dense_maze,2026741300570,1,0,68,21.760000000000012,0.0732833787062479,13,0,68,0.15468098090309437,15,13,ltc,rl_finetune,residual,hard,7
mlp_imitation_pure,dense_maze,2026741300570,0,1,6,1.9200000000000006,-0.08657304703136448,3,0,120,0.32,6,6,mlp,imitation,pure,hard,7
mlp_imitation_residual,dense_maze,2026741300570,0,1,37,11.840000000000005,-0.22565052286089382,5,0,120,0.16436537860835823,9,8,mlp,imitation,residual,hard,7
mlp_rl_finetune_pure,dense_maze,2026741300570,0,1,6,1.9200000000000006,-0.08657304703136448,3,0,120,0.32,6,6,mlp,rl_finetune,pure,hard,7
mlp_rl_finetune_residual,dense_maze,2026741300570,0,1,37,11.840000000000005,-0.22565052286089382,5,0,120,0.16436537860835823,9,8,mlp,rl_finetune,residual,hard,7
cfc_random_residual,dense_maze,2026741300570,0,1,24,7.6800000000000015,-0.09326616627803719,3,0,120,0.18915338623780878,5,5,cfc,random,residual,hard,7
ltc_random_residual,dense_maze,2026741300570,0,1,47,15.04000000000001,-0.0049342745616525185,10,0,120,0.18594110932109534,18,16,ltc,random,residual,hard,7
fixed_policy,dense_maze,2026741300683,0,1,33,10.560000000000002,-0.010336108777507347,3,0,120,0.10654480654535692,0,0,fixed,fixed,baseline,hard,7
cfc_imitation_pure,dense_maze,2026741300683,0,1,5,1.6000000000000003,-0.3023103638511635,3,0,120,0.2756024875298689,4,2,cfc,imitation,pure,hard,7
cfc_imitation_residual,dense_maze,2026741300683,0,1,25,8.000000000000004,-0.19689368200171675,3,0,120,0.18737050808042388,2,2,cfc,imitation,residual,hard,7
cfc_rl_finetune_pure,dense_maze,2026741300683,0,1,5,1.6,-0.10374384638523598,2,0,120,0.3058103534313489,4,4,cfc,rl_finetune,pure,hard,7
cfc_rl_finetune_residual,dense_maze,2026741300683,0,1,25,8.000000000000002,-0.01360676719877546,2,0,120,0.1785132861343529,6,6,cfc,rl_finetune,residual,hard,7
ltc_imitation_pure,dense_maze,2026741300683,0,1,5,1.6,-0.2583157130163799,3,0,120,0.2916582936970332,5,3,ltc,imitation,pure,hard,7
ltc_imitation_residual,dense_maze,2026741300683,0,1,25,8.000000000000004,-0.059948130120005494,3,0,120,0.18542423356023702,3,3,ltc,imitation,residual,hard,7
